coeff,TMR,FMR
0.22296142578125,0.05,0.0
0.24932861328125,0.10010869565217391,0.0
0.26824951171875,0.15021739130434783,0.0
0.28399658203125,0.20032608695652174,0.0
0.29803466796875,0.2501086956521739,0.0
0.31072998046875,0.3001086956521739,0.0
0.32244873046875,0.34989130434782606,0.0
0.33380126953125,0.4003260869565217,0.0
0.34515380859375,0.45010869565217393,0.00032608695652173916
0.35662841796875,0.4998913043478261,0.0005434782608695652
0.36883544921875,0.5503260869565217,0.0008695652173913044
0.38201904296875,0.5998913043478261,0.0009782608695652175
0.39434814453125,0.649891304347826,0.0015217391304347826
0.40850830078125,0.6997826086956521,0.002173913043478261
0.42474365234375,0.7501086956521739,0.0026086956521739132
0.44366455078125,0.8,0.0036956521739130435
0.46917724609375,0.8497826086956521,0.005978260869565218
0.50274658203125,0.9001086956521739,0.012065217391304348
0.56329345703125,0.95,0.03097826086956522
3.99993896484375,1.0,1.0
