coeff,TMR,FMR
0.48594315350055695,0.04996865203761756,0.0
0.5623128116130829,0.1000626959247649,0.0
0.6147917807102203,0.14996865203761756,0.0
0.6546693742275238,0.2000626959247649,0.0
0.6907078921794891,0.25003134796238247,0.0
0.7239141166210175,0.30006269592476487,0.0
0.7534299194812775,0.34996865203761757,0.0
0.7819050848484039,0.4,0.0
0.8100806772708893,0.44996865203761754,0.0
0.8373471200466156,0.5000626959247649,0.0
0.8653123080730438,0.5500313479623824,6.269592476489028e-05
0.894370824098587,0.6,0.00012539184952978057
0.9210486710071564,0.6499686520376176,0.0007523510971786833
0.9482012093067169,0.7,0.001379310344827586
0.9766601026058197,0.7500313479623825,0.002445141065830721
1.0081738829612732,0.8000626959247649,0.004012539184952978
1.0454629063606262,0.8499686520376175,0.006457680250783699
1.0990905165672302,0.9000626959247648,0.013166144200626959
1.195654571056366,0.9500313479623824,0.032163009404388716
2.0,0.9973667711598746,0.41592476489028213
